region,province,city_or_municipality_including_districts,registered_voter,male,female,17-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-above,literacy,indigenous_people,person_with_disability,single,married,widow,legally_seperated
Region IV-A,Quezon,Dolores ,16576,8006,8570,618,2338,2264,1923,1841,1569,1451,1387,1128,833,1224,99.89%,0,20,7380,8801,341,54
Region IV-A,Quezon,General Luna ,13813,6765,7048,419,1811,1759,1634,1521,1341,1293,1102,888,778,1267,99.84%,0,44,5911,7663,227,12
Region IV-A,Quezon,General Nakar ,18918,9789,9129,1058,3443,2824,2160,1879,1725,1517,1303,1132,793,1084,96.63%,19,122,8844,9461,596,17
Region IV-A,Quezon,Guinayangan,24075,11923,12152,904,3383,3202,2733,2578,2332,2255,1981,1691,1210,1806,99.59%,0,113,10545,12854,628,48
Region IV-A,Quezon,Gumaca,35584,17112,18472,1187,5023,4610,3813,3685,3314,3331,2983,2560,1997,3081,99.93%,0,41,16967,17370,1186,61
Region IV-A,Quezon,Infanta ,31427,14472,16955,823,4602,4575,3648,3192,3062,2823,2447,2135,1687,2433,99.98%,0,69,14441,15745,1212,29
Region IV-A,Quezon,Jomalig ,4004,2035,1969,201,681,565,497,451,379,322,270,214,173,251,98.78%,0,56,1906,1953,142,3
Region IV-A,Quezon,Lopez ,49433,24145,25288,1659,6723,7153,5760,5195,4760,4509,3974,3221,2516,3963,99.70%,0,60,22605,25824,962,42
Region IV-A,Quezon,Lucban,27437,12872,14565,1120,4005,3747,2972,2780,2484,2437,2207,1948,1556,2181,99.96%,0,17,12293,14311,780,53
Region IV-A,Quezon,Lucena City ,137886,62999,74887,5295,21346,19061,16498,15076,12851,12235,10623,8787,7029,9085,98.90%,0,1733,70020,64514,3166,186
Region IV-A,Quezon,Macalelon ,15486,7838,7648,525,2189,2166,1785,1690,1344,1358,1231,1078,809,1311,99.34%,0,130,7146,7797,518,25
Region IV-A,Quezon,Mauban ,37203,18229,18974,1260,5671,5256,4197,3753,3311,3380,3120,2602,1800,2853,99.73%,0,138,18116,17910,1147,30
Region IV-A,Quezon,Mulanay ,27771,13824,13947,996,3805,3880,3296,3242,2878,2408,1940,1789,1388,2149,99.63%,0,83,12513,14640,588,30
Region IV-A,Quezon,Padre Burgos ,13345,6436,6909,449,1817,1640,1346,1429,1252,1250,1119,913,825,1305,99.96%,0,9,5788,7088,416,53
Region IV-A,Quezon,Pagbilao ,38936,19018,19918,1360,5371,5939,4613,4321,3591,3485,3080,2611,1963,2602,99.97%,0,18,18419,19012,1404,101
Region IV-A,Quezon,Panukulan,7901,3970,3931,276,1129,1123,1002,821,754,681,591,517,375,632,99.57%,0,21,3520,4221,151,9
Region IV-A,Quezon,Patnanungan ,6721,3261,3460,213,983,951,849,814,705,607,469,392,291,447,99.81%,0,59,2892,3660,156,13
Region IV-A,Quezon,Perez ,8255,4180,4075,428,1278,1114,924,843,822,708,590,511,372,665,99.26%,0,68,4048,3948,252,7
Region IV-A,Quezon,Pitogo ,15096,7570,7526,758,2203,2017,1542,1526,1322,1399,1129,965,848,1387,99.93%,1,17,7167,7317,598,14
Region IV-A,Quezon,Plaridel ,7584,3751,3833,366,1099,1007,806,720,700,661,606,532,419,668,99.54%,0,59,3560,3668,336,20
Region IV-A,Quezon,Polillo ,18698,9422,9276,665,2829,2681,2070,1899,1753,1662,1414,1228,967,1530,99.75%,0,32,8861,9375,428,34
Region IV-A,Quezon,Quezon ,9528,4819,4709,369,1270,1278,961,971,877,857,777,729,536,903,99.75%,0,55,4515,4800,196,17
Region IV-A,Quezon,Real ,18119,8784,9335,753,3013,2618,1954,1893,1719,1596,1424,1198,825,1126,99.78%,0,29,8447,9002,629,41
Region IV-A,Quezon,Sampaloc ,8989,4333,4656,388,1296,1122,932,817,732,836,781,697,530,858,99.91%,0,57,3781,4838,358,12
Region IV-A,Quezon,San Andres ,13178,6320,6858,370,1759,1776,1644,1550,1406,1203,967,877,693,933,98.66%,0,30,4879,8093,202,4
Region IV-A,Quezon,San Antonio ,19632,9437,10195,717,2951,2897,2331,2132,1752,1616,1419,1283,996,1538,99.57%,0,41,8769,10482,345,36
Region IV-A,Quezon,San Francisco (Aurora) ,33263,16816,16447,1071,5429,5232,4107,3549,3194,2897,2243,1853,1448,2240,96.92%,0,316,13545,19236,458,24
Region IV-A,Quezon,San Narciso ,24869,12447,12422,818,3681,3555,3037,2785,2493,2248,1818,1583,1175,1676,99.43%,0,224,11108,12932,794,35
Region IV-A,Quezon,Sariaya ,77493,36837,40656,3314,10991,10353,8945,8700,7656,7270,6184,5080,3997,5003,99.71%,0,263,31154,43768,2515,56
Region IV-A,Quezon,Tagkawayan,29185,14451,14734,923,4275,3990,3302,2964,2630,2785,2406,1992,1532,2386,99.78%,0,116,12580,15878,668,59
Region IV-A,Quezon,Tayabas City,53931,25455,28476,1951,8045,7373,5633,5385,5040,4903,4388,3723,2967,4523,99.83%,16,133,23640,28465,1759,67
Region IV-A,Quezon,Tiaong ,51310,23892,27418,1720,7470,7692,6093,5663,4693,4344,3725,3231,2728,3951,99.62%,0,212,22367,27186,1705,52
Region IV-A,Quezon,Unisan ,15787,7846,7941,529,2086,2122,1661,1603,1488,1480,1245,1145,897,1531,99.51%,0,35,6893,8183,690,21
Region IV-A,Rizal,Angono ,68317,31416,36901,2030,8531,8917,8672,8319,6681,6402,5579,4598,3631,4957,99.98%,0,35,35482,31126,1543,166
Region IV-A,Rizal,City of Antipolo ,442137,204674,237463,13727,59258,62968,58798,54979,46022,40964,33009,26566,19844,26002,99.94%,0,640,248781,184077,8690,589
Region IV-A,Rizal,Baras ,35786,16922,18864,832,4207,4914,5023,5004,4108,3565,2703,2162,1526,1742,99.82%,0,108,16861,17896,936,93
Region IV-A,Rizal,Binangonan ,128398,57731,70667,3770,17023,17833,16890,14894,12167,11687,10127,8578,6654,8775,99.96%,0,162,62385,62315,3327,371
Region IV-A,Rizal,Cainta ,151189,68092,83097,3944,19306,20640,18530,17006,14062,13295,11899,11072,9597,11838,99.84%,1,815,79210,68154,3511,314
Region IV-A,Rizal,Cardona,26614,12666,13948,690,3373,3596,3259,2932,2458,2492,2135,1958,1512,2209,99.84%,0,71,12762,13229,558,65
Region IV-A,Rizal,Jala-Jala ,19229,9399,9830,652,2739,2513,2263,2256,1838,1763,1512,1299,971,1423,99.90%,0,39,8849,9937,384,59
Region IV-A,Rizal,Rodriguez (Montalban) ,186971,88480,98491,4902,21729,23567,24608,26293,22248,18608,14126,11203,8354,11333,99.92%,1,220,94297,88186,4149,339
Region IV-A,Rizal,Morong ,35269,17062,18207,1146,4770,5076,4368,4076,3092,3191,2646,2362,1814,2728,99.95%,0,20,17620,16800,766,83
Region IV-A,Rizal,Pililla ,34213,16153,18060,1219,5244,4666,4024,3971,3336,2982,2535,2232,1660,2344,99.85%,0,74,16752,16774,573,114
Region IV-A,Rizal,San Mateo ,93427,41872,51555,2535,11286,12155,11057,10847,9382,9041,7878,6889,5421,6936,99.97%,0,319,47145,44210,1757,315
Region IV-A,Rizal,Tanay ,62556,30471,32085,1846,8668,9158,7847,7572,5985,5604,4705,3852,3079,4240,99.91%,0,87,31306,29533,1398,319
Region IV-A,Rizal,Taytay,132491,59334,73157,2869,14654,16653,16435,16761,14893,13694,11515,9405,6947,8665,99.98%,0,131,63341,65959,2744,447
Region IV-A,Rizal,Teresa ,33861,16180,17681,1219,4875,4482,4194,4132,3559,3381,2671,2092,1397,1859,99.96%,0,48,16511,16521,708,121
Region IV-B,Marinduque,Boac ,30619,14747,15872,1455,4511,3693,2995,3071,2773,2703,2419,2136,1817,3046,99.74%,0,233,12885,16275,1402,57
Region IV-B,Marinduque,Buenavista ,13257,6408,6849,655,2111,1731,1410,1377,1254,1206,923,826,615,1149,99.34%,0,109,5681,7214,349,13
Region IV-B,Marinduque,Gasan ,20684,10055,10629,952,3050,2444,2185,2011,1842,1797,1628,1445,1152,2178,99.49%,0,235,8781,10959,890,54
Region IV-B,Marinduque,Mogpog ,20478,9763,10715,964,2880,2386,1921,1990,1846,1843,1556,1455,1334,2303,99.83%,0,83,8273,11417,772,16
Region IV-B,Marinduque,Santa Cruz ,34088,16120,17968,1534,4702,3510,3050,3152,2919,3057,2709,2578,2330,4547,99.59%,0,275,13719,19447,882,40
Region IV-B,Marinduque,Torrijos ,16984,8047,8937,760,2348,1939,1663,1613,1564,1488,1323,1235,1045,2006,98.89%,0,114,6567,9846,561,10
Region IV-B,Occidental Mindoro,Abra De Ilog ,16284,8348,7936,492,2482,2390,2136,1812,1643,1452,1124,930,624,1199,77.55%,3434,160,5435,10218,614,17
Region IV-B,Occidental Mindoro,Calintaan ,13307,6462,6845,418,1954,1810,1596,1520,1373,1235,1059,779,601,962,98.56%,124,54,4859,8154,272,22
Region IV-B,Occidental Mindoro,Looc ,6965,3604,3361,267,907,906,811,699,666,545,532,450,357,825,99.18%,0,95,2857,3783,313,12
Region IV-B,Occidental Mindoro,Lubang ,11563,5779,5784,216,1236,1187,1076,1093,1057,1147,1030,926,833,1762,99.78%,0,16,3847,7270,428,18
Region IV-B,Occidental Mindoro,Magsaysay ,17932,9030,8902,671,2841,2595,2095,1919,1799,1576,1298,1084,795,1259,97.67%,411,65,7386,9970,562,14
Region IV-B,Occidental Mindoro,Mamburao ,24419,12206,12213,1176,3892,3570,2989,2814,2259,2049,1734,1398,1037,1501,96.07%,235,87,11208,12497,672,42
Region IV-B,Occidental Mindoro,Paluan ,10474,5533,4941,478,1758,1466,1282,1086,919,857,744,602,440,842,86.22%,0,58,4038,6164,263,9
Region IV-B,Occidental Mindoro,Rizal ,18913,9513,9400,692,2950,2660,2214,2109,1929,1736,1383,1099,854,1287,96.49%,125,102,7560,10838,494,21
Region IV-B,Occidental Mindoro,Sablayan ,37691,18436,19255,1202,6128,5391,4739,4202,3808,3315,2800,2214,1588,2304,97.33%,1652,190,14979,22035,655,22
Region IV-B,Occidental Mindoro,San Jose,69678,33849,35829,2682,10305,9333,8259,7853,7165,6274,5351,4397,3266,4793,96.26%,1516,328,28496,38702,2312,168
Region IV-B,Occidental Mindoro,Santa Cruz ,22508,11536,10972,1045,3739,3560,2856,2430,2055,1846,1383,1138,847,1609,92.09%,774,194,9497,12630,354,27
Region IV-B,Oriental Mindoro,Baco ,19496,9535,9961,728,3046,2744,2317,2158,1778,1658,1312,1197,964,1594,96.41%,1692,606,8200,10817,458,21
Region IV-B,Oriental Mindoro,Bansud ,21744,10625,11119,818,3355,2815,2467,2293,2180,1987,1700,1296,1054,1779,98.35%,157,153,9642,11634,453,15
Region IV-B,Oriental Mindoro,Bongabong ,36800,18001,18799,1611,5653,5143,4110,3693,3500,3238,2757,2413,1687,2995,98.17%,90,88,13856,21607,1323,14
Region IV-B,Oriental Mindoro,Bulalacao (San Pedro) ,19251,9823,9428,812,3385,2784,2361,2104,1881,1667,1311,1013,723,1210,92.20%,1912,44,9239,9711,288,13
Region IV-B,Oriental Mindoro,City of Calapan ,74241,35028,39213,2704,10624,10437,9061,8355,7180,6435,5379,4769,3800,5497,99.82%,0,148,33871,38576,1629,165
Region IV-B,Oriental Mindoro,Gloria ,26251,12697,13554,860,4092,3607,3032,2748,2437,2158,2043,1797,1304,2173,99.58%,49,62,11613,13973,645,20
Region IV-B,Oriental Mindoro,Mansalay ,24134,12137,11997,1022,3962,3521,2899,2777,2369,2017,1716,1397,940,1514,99.66%,0,523,9252,14377,491,14
Region IV-B,Oriental Mindoro,Naujan ,54205,26382,27823,1966,7809,7421,6238,5823,5279,4871,4017,3638,2736,4407,97.15%,2171,114,23167,29706,1199,133
Region IV-B,Oriental Mindoro,Pinamalayan ,42694,20421,22273,1257,6134,5465,4705,4670,4230,4116,3350,2858,2266,3643,99.76%,436,108,17294,24256,1007,137
Region IV-B,Oriental Mindoro,Pola,17498,8432,9066,496,2422,2281,1954,1954,1712,1584,1424,1337,946,1388,99.39%,0,90,7136,10014,326,22
Region IV-B,Oriental Mindoro,Puerto Galera ,22751,11295,11456,909,3569,3667,2995,2684,2359,1910,1434,1164,876,1184,98.08%,42,276,10997,11380,326,48
Region IV-B,Oriental Mindoro,Roxas ,27857,13442,14415,1305,4245,3843,3045,2989,2800,2505,2077,1735,1290,2023,98.80%,765,67,11654,15109,1020,74
Region IV-B,Oriental Mindoro,San Teodoro ,10686,5429,5257,421,1696,1591,1295,1067,1039,915,779,630,484,769,95.01%,1045,215,4681,5799,188,18
Region IV-B,Oriental Mindoro,Socorro ,20233,9750,10483,729,2988,2765,2287,2147,1978,1752,1593,1426,1046,1522,98.86%,50,136,7801,11944,442,46
Region IV-B,Oriental Mindoro,Victoria ,27375,13464,13911,912,4010,3797,3089,2909,2659,2474,2043,1787,1358,2337,97.18%,257,167,10610,15718,1036,11
Region IV-B,Palawan,Aborlan ,22231,11334,10897,924,3367,3425,2732,2445,2116,1770,1557,1366,936,1593,99.87%,0,51,9915,11480,793,43
Region IV-B,Palawan,Agutaya ,6982,3645,3337,311,1066,1081,898,794,712,576,456,359,243,486,99.91%,1,9,3289,3557,125,11
Region IV-B,Palawan,Araceli ,8030,4109,3921,355,1278,1125,963,883,753,615,611,464,344,639,99.49%,0,88,3284,4468,276,2
Region IV-B,Palawan,Balabac ,20665,10802,9863,1221,3828,3310,2718,2281,1990,1653,1203,925,658,878,79.56%,0,322,8103,12170,379,13
Region IV-B,Palawan,Bataraza,37873,19786,18087,1589,6711,6493,5313,4128,3540,2832,2515,1864,1244,1644,87.95%,0,1498,14375,22784,668,46
Region IV-B,Palawan,Brookes Point,35663,17812,17851,1618,5829,5455,4306,3865,3500,2939,2512,1935,1406,2298,89.21%,0,359,14232,20326,1052,53
Region IV-B,Palawan,Busuanga ,13073,6901,6172,478,2232,1993,1558,1458,1200,1089,875,733,560,897,99.39%,25,120,5753,6958,345,17
Region IV-B,Palawan,Cagayancillo ,3874,2040,1834,174,592,484,336,397,355,354,307,253,203,419,99.41%,0,22,1665,2133,74,2
Region IV-B,Palawan,Coron ,28345,14500,13845,1161,4495,4552,3706,3222,2819,2318,1938,1480,1092,1562,96.84%,22,146,13923,13712,660,50
Region IV-B,Palawan,Cuyo,12622,6193,6429,556,1700,1562,1323,1334,1245,1113,973,829,717,1270,99.81%,0,10,5742,6327,529,24
Region IV-B,Palawan,Dumaran ,11660,5964,5696,472,1788,1728,1439,1247,1059,985,844,697,531,870,99.66%,0,44,5101,6319,237,3
Region IV-B,Palawan,El Nido (Bacuit) ,22583,11561,11022,1128,4053,3397,2826,2392,2126,1735,1533,1171,884,1338,99.38%,0,80,10414,11545,599,25
Region IV-B,Palawan,Linapacan ,8447,4489,3958,374,1539,1395,1128,902,780,614,525,419,270,501,98.63%,6,2,3447,4839,153,8
Region IV-B,Palawan,Magsaysay ,6842,3173,3669,260,878,791,686,737,639,566,539,473,410,863,99.97%,0,4,2752,3728,355,7
Region IV-B,Palawan,Narra ,37697,18334,19363,1294,5025,5855,4783,4244,3626,3227,2757,2382,1779,2725,99.56%,0,165,17069,19852,739,37
Region IV-B,Palawan,Puerto Princesa City ,127664,61103,66561,5002,18811,17966,16939,14661,12005,10795,9284,7646,5939,8616,99.88%,0,262,66527,58278,2384,475
Region IV-B,Palawan,Quezon ,29930,15241,14689,1221,4608,4510,3710,3171,2867,2490,2251,1830,1360,1912,94.90%,0,217,10680,18385,854,11
Region IV-B,Palawan,Roxas ,38472,19497,18975,1357,5798,5735,4799,4194,3620,3179,2779,2317,1786,2908,99.93%,0,36,17379,20070,941,82
Region IV-B,Palawan,San Vicente ,17727,9072,8655,815,2924,2714,2233,1892,1659,1435,1171,976,739,1169,99.88%,0,29,8505,8833,371,18
Region IV-B,Palawan,Taytay ,39505,20592,18913,1567,6591,5887,4842,4348,3806,3312,2810,2337,1661,2344,99.11%,0,98,18154,20380,962,9
Region IV-B,Palawan,Kalayaan,335,257,78,1,37,61,50,46,42,26,27,18,17,10,100.00%,0,0,151,177,5,2
Region IV-B,Palawan,Culion ,11423,6006,5417,361,1749,1764,1478,1217,1066,951,817,664,463,893,97.28%,1,126,5814,5227,352,30
Region IV-B,Palawan,Rizal (Marcos) ,22661,12019,10642,819,3781,3460,2926,2462,2219,1850,1566,1329,909,1340,94.31%,0,220,7619,14593,405,44
Region IV-B,Palawan,Sofronio Espanola ,18753,9599,9154,645,3004,2809,2328,2155,1811,1559,1262,1116,789,1275,93.21%,1,131,7422,10995,328,8
Region IV-B,Romblon,Alcantara ,9619,4625,4994,553,1507,1161,983,871,852,834,714,617,482,1045,99.55%,0,26,4760,4598,252,9
Region IV-B,Romblon,Banton ,3685,1771,1914,143,405,331,309,307,339,314,326,290,257,664,99.21%,819,30,1334,2060,291,0
Region IV-B,Romblon,Cajidiocan ,11533,5735,5798,516,1715,1317,1162,1071,1013,1015,920,841,598,1365,99.25%,0,86,5411,5832,267,23
Region IV-B,Romblon,Calatrava ,6264,3051,3213,305,947,908,736,665,589,523,425,377,263,526,99.63%,0,33,2870,3239,147,8
Region IV-B,Romblon,Concepcion ,2997,1526,1471,139,345,292,253,309,267,277,295,252,185,383,99.37%,0,55,1059,1764,163,11
Region IV-B,Romblon,Corcuera ,6070,3037,3033,229,787,632,555,531,570,561,493,431,380,901,99.32%,0,21,2207,3500,356,7
Region IV-B,Romblon,Looc ,13030,6298,6732,549,1716,1566,1338,1276,1206,1168,1039,894,749,1529,99.25%,0,215,5776,6567,683,4
Region IV-B,Romblon,Magdiwang ,8566,4305,4261,458,1373,1099,798,757,737,780,725,591,406,842,98.05%,1,193,4217,3985,346,18
Region IV-B,Romblon,Odiongan ,26443,12842,13601,1019,3631,3586,2779,2531,2536,2426,2105,1827,1403,2600,99.80%,0,90,12268,13606,524,45
Region IV-B,Romblon,Romblon ,21859,10547,11312,889,3595,2906,2251,2016,1904,1961,1838,1607,1175,1717,99.19%,0,105,10009,11214,621,15
Region IV-B,Romblon,San Agustin,13292,6445,6847,543,2111,1662,1286,1307,1194,1192,1071,899,723,1304,99.36%,0,167,6113,6771,382,26
Region IV-B,Romblon,San Andres ,10141,4967,5174,509,1620,1406,1107,998,828,799,728,662,493,991,99.46%,0,60,5135,4728,273,5
Region IV-B,Romblon,San Fernando ,15546,7960,7586,924,2717,2253,1538,1294,1208,1294,1189,862,665,1602,97.81%,0,417,8642,6500,398,6
Region IV-B,Romblon,San Jose ,6282,3106,3176,348,1062,952,817,636,542,495,385,284,239,522,99.44%,0,20,3252,2861,167,2
Region IV-B,Romblon,Santa Fe ,10231,5012,5219,457,1552,1618,1141,979,873,769,689,634,487,1032,99.31%,0,98,5168,4855,198,10
Region IV-B,Romblon,Ferrol,4027,1930,2097,126,529,512,473,445,378,330,306,249,210,469,99.85%,0,11,1769,2095,160,3
Region IV-B,Romblon,Santa Maria (Imelda) ,5624,2781,2843,283,905,807,572,502,452,449,414,347,279,614,99.08%,0,98,2706,2717,193,8
Region V,Albay,Bacacay ,43625,21200,22425,2347,7287,5943,4464,4215,3663,3539,2983,2672,2180,4332,99.71%,0,215,21692,20273,1647,13
Region V,Albay,Camalig ,37655,18094,19561,1775,5369,4925,4167,4057,3425,3238,2793,2377,1968,3561,99.88%,0,177,18624,18190,779,62
Region V,Albay,Daraga (Locsin) ,66648,31415,35233,3056,9932,8766,7199,7041,6091,5772,4976,4453,3452,5910,99.77%,0,1181,30274,34820,1495,59
Region V,Albay,Guinobatan ,48595,23321,25274,2473,7369,6104,5164,4955,4318,4242,3683,3212,2573,4502,96.26%,0,117,23152,24271,1134,38
Region V,Albay,Jovellar ,10433,5116,5317,449,1591,1428,1141,1059,947,845,726,655,535,1057,99.65%,0,153,4771,5430,225,7
Region V,Albay,Legazpi City ,115431,55185,60246,5223,17225,15272,13180,12255,10565,10146,8721,7381,5817,9646,94.01%,0,343,62340,50200,2676,215
Region V,Albay,Libon ,41117,19884,21233,1984,6360,5416,4439,4152,3598,3647,3057,2535,2120,3809,99.57%,0,590,18792,21200,1092,33
Region V,Albay,Ligao City ,55419,26081,29338,2611,8664,7288,6114,5635,4982,4930,4022,3423,2800,4950,99.65%,0,308,25719,27817,1817,66
Region V,Albay,Malilipot ,24750,11945,12805,1388,4104,3414,2699,2490,2195,1987,1670,1479,1135,2189,99.10%,0,252,12941,10881,898,30
Region V,Albay,Malinao ,28843,13967,14876,1619,4728,3768,3254,3068,2569,2186,1849,1648,1429,2725,99.04%,0,317,14664,13189,943,47
Region V,Albay,Manito ,13905,6771,7134,839,2352,1851,1417,1380,1238,1084,963,863,673,1245,99.64%,0,138,7356,6276,249,24
Region V,Albay,Oas ,35027,17002,18025,1693,5607,4588,3519,3356,3035,3079,2707,2257,1808,3378,91.99%,0,184,16231,17794,976,26
Region V,Albay,Pio Duran ,29184,14547,14637,1523,4754,4011,3337,3044,2610,2424,2088,1825,1363,2205,99.34%,0,284,13745,14777,652,10
Region V,Albay,Polangui ,48728,23353,25375,2386,7830,6550,5234,4876,4287,4235,3631,2931,2319,4449,99.79%,0,277,22200,24335,2170,23
Region V,Albay,Rapu-Rapu ,19243,9643,9600,893,3159,2687,2104,1955,1701,1537,1329,1173,899,1806,97.65%,0,347,9300,9289,645,9
Region V,Albay,Santo Domingo (Libog) ,22200,10823,11377,1134,3348,2789,2429,2399,2037,1948,1614,1286,1089,2127,99.97%,0,63,12005,9743,424,28
Region V,Albay,Tabaco City,70662,33449,37213,3741,11380,9178,7371,7384,6232,6068,5148,4460,3628,6072,98.54%,1,252,37585,30894,2086,97
Region V,Albay,Tiwi ,30739,14953,15786,1688,5073,4387,3516,3193,2586,2426,2165,1780,1483,2442,99.96%,0,83,15277,14979,457,26
Region V,Camarines Norte,Basud ,22891,10968,11923,954,3404,3167,2491,2316,2065,2021,1817,1534,1174,1948,99.55%,0,277,10559,11776,537,19
Region V,Camarines Norte,Capalonga,17754,8730,9024,739,2755,2313,1975,1938,1776,1547,1363,1100,855,1393,91.03%,0,69,8608,8715,406,25
Region V,Camarines Norte,Daet ,49192,22848,26344,1826,6943,6340,5142,5219,4808,4734,4120,3401,2650,4009,95.77%,0,275,22920,24945,1223,104
Region V,Camarines Norte,San Lorenzo Ruiz (Imelda) ,8761,4332,4429,434,1358,1283,979,895,772,762,681,521,396,680,99.89%,0,17,4176,4438,140,7
Region V,Camarines Norte,Jose Panganiban ,29187,13949,15238,1162,4450,4234,3329,2977,2512,2661,2320,1942,1392,2208,99.67%,10,133,14532,13877,740,38
Region V,Camarines Norte,Labo,49992,23744,26248,1650,7087,7493,6064,5360,4537,4411,3816,3210,2522,3842,96.76%,28,66,22912,25941,1074,65
Region V,Camarines Norte,Mercedes ,27375,13268,14107,1211,4092,3628,2988,2965,2609,2513,2105,1732,1385,2147,99.84%,0,115,13223,13549,504,99
Region V,Camarines Norte,Paracale ,29094,13648,15446,1039,4627,4444,3486,2959,2569,2633,2134,1848,1382,1973,99.68%,78,140,14618,13869,592,15
Region V,Camarines Norte,San Vicente,7271,3495,3776,291,1151,1050,776,725,599,629,573,467,344,666,99.15%,0,356,3371,3701,191,8
Region V,Camarines Norte,Santa Elena ,21850,10496,11354,905,3129,3008,2507,2220,2153,2004,1772,1469,1019,1664,96.05%,0,99,10033,10914,894,9
Region V,Camarines Norte,Talisay ,14341,6801,7540,639,2025,1825,1529,1485,1302,1236,1124,964,813,1399,99.81%,0,61,6438,7526,336,41
Region V,Camarines Norte,Vinzons ,23182,11073,12109,898,3312,3150,2631,2437,2145,2077,1722,1454,1258,2098,99.88%,0,52,10342,11981,848,11
Region V,Camarines Sur,Baao ,28239,13492,14747,1330,4446,3844,3177,2894,2609,2494,2077,1798,1432,2138,99.90%,0,43,13360,14379,467,33
Region V,Camarines Sur,Balatan,16579,8206,8373,835,2755,2318,1813,1716,1577,1443,1140,883,734,1365,99.69%,0,57,7861,8381,285,52
Region V,Camarines Sur,Bato ,26436,12988,13448,1288,4124,3487,2787,2655,2357,2309,2019,1652,1258,2500,99.81%,0,109,12710,13164,536,26
Region V,Camarines Sur,Bombon ,9685,4668,5017,487,1577,1374,1123,1012,832,767,655,607,428,823,99.90%,0,17,4706,4776,178,25
Region V,Camarines Sur,Buhi ,40706,19742,20964,1634,6049,5455,4401,4083,3646,3562,3120,2642,2055,4059,98.79%,318,190,19909,19762,981,54
Region V,Camarines Sur,Bula ,33450,15910,17540,1440,5242,4683,3690,3401,3109,2840,2488,2103,1606,2848,99.68%,0,78,14526,18228,644,52
Region V,Camarines Sur,Cabusao ,11268,5546,5722,541,1839,1586,1242,1109,935,952,867,722,562,913,99.86%,0,44,5576,5442,229,21
Region V,Camarines Sur,Calabanga ,43855,21155,22700,1891,6986,6379,5078,4694,4068,3602,3083,2678,2127,3269,99.87%,0,92,22541,20572,679,63
